,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
15,Blake Wesley,20,11,0,6.3,0.6,1.7,.368,0.0,0.3,.000,0.6,1.5,.438,.368,0.5,0.9,.500,0.3,0.4,0.6,1.9,0.3,0.1,0.2,0.7,1.7
0,Anthony Davis,30,32,32,35.6,9.5,17.2,.551,0.4,1.0,.375,9.1,16.2,.562,.562,5.7,7.1,.806,3.3,9.0,12.3,3.3,1.2,2.6,2.0,2.6,25.0
1,LeBron James,39,31,31,34.2,9.4,17.6,.535,2.3,5.5,.409,7.2,12.1,.592,.599,4.3,5.8,.749,0.9,6.5,7.4,7.4,1.4,0.7,3.3,1.1,25.4
2,Taurean Prince,29,32,32,30.9,3.6,8.3,.436,2.2,5.5,.401,1.4,2.8,.506,.570,0.6,0.8,.760,0.3,2.6,2.8,1.8,0.9,0.5,1.0,2.3,10.1
3,Austin Reaves,25,34,9,29.4,5.2,11.0,.477,1.6,4.6,.357,3.6,6.4,.565,.552,2.9,3.4,.877,1.0,3.5,4.4,4.9,0.9,0.1,2.3,1.6,15.1
4,D'Angelo Russell,27,32,28,29.1,5.6,12.0,.466,2.0,5.2,.388,3.6,6.8,.525,.549,1.6,2.1,.773,0.3,2.7,2.9,6.1,0.8,0.5,1.8,2.0,14.8
5,Gabe Vincent,27,5,0,25.4,2.4,6.4,.375,0.4,3.4,.118,2.0,3.0,.667,.406,0.2,0.4,.500,0.4,0.6,1.0,3.0,1.2,0.0,0.4,2.4,5.4
6,Cam Reddish,24,27,20,24.6,2.4,6.2,.393,0.8,2.7,.297,1.6,3.5,.468,.458,1.2,1.4,.868,0.6,2.0,2.7,1.6,1.3,0.3,0.7,1.7,6.9
7,Rui Hachimura,25,25,5,23.5,4.5,9.2,.485,1.1,3.0,.368,3.4,6.2,.542,.545,1.5,2.0,.760,0.8,2.8,3.6,1.1,0.7,0.2,0.8,1.4,11.6
8,Christian Wood,28,29,1,19.0,2.4,5.1,.466,0.8,2.4,.329,1.6,2.7,.590,.544,1.2,2.0,.614,0.8,4.6,5.4,1.0,0.2,0.6,1.2,1.5,6.8
9,Jarred Vanderbilt,24,13,5,17.8,1.2,3.4,.341,0.1,1.1,.071,1.1,2.3,.467,.352,0.2,0.3,.750,1.2,2.8,4.1,0.8,0.7,0.2,0.3,1.9,2.6
10,Max Christie,20,24,6,17.3,1.8,4.5,.389,0.7,2.2,.308,1.1,2.3,.464,.463,0.5,0.7,.750,0.2,2.7,2.8,1.0,0.5,0.3,0.8,1.4,4.7
11,Jaxson Hayes,23,30,1,10.5,1.3,1.9,.655,0.0,0.1,.000,1.3,1.8,.704,.655,0.5,0.9,.536,0.5,1.4,1.9,0.3,0.2,0.3,0.5,1.8,3.0
12,Jalen Hood-Schifino,20,7,0,9.0,0.9,3.4,.250,0.1,1.3,.111,0.7,2.1,.333,.271,0.7,1.4,.500,0.1,0.7,0.9,0.7,0.3,0.1,0.7,1.1,2.6
13,Colin Castleton,23,4,0,7.0,1.3,2.0,.625,0.0,0.0,,1.3,2.0,.625,.625,0.5,0.5,1.000,0.8,1.0,1.8,0.8,0.0,0.0,0.0,1.3,3.0
14,D'Moi Hodge,25,7,0,5.9,0.7,2.1,.333,0.4,1.7,.250,0.3,0.4,.667,.433,0.1,0.3,.500,0.0,0.0,0.0,0.7,0.1,0.1,0.1,0.6,2.0
15,Maxwell Lewis,21,12,0,4.4,0.1,0.8,.111,0.1,0.3,.333,0.0,0.5,.000,.167,0.0,0.0,,0.1,0.2,0.3,0.3,0.2,0.0,0.4,0.2,0.3
16,Alex Fudge,20,4,0,3.5,0.3,1.5,.167,0.0,0.5,.000,0.3,1.0,.250,.167,0.5,0.5,1.000,0.5,0.0,0.5,0.0,0.0,0.0,0.3,0.3,1.0
0,Jayson Tatum,25,30,30,36.8,9.3,19.6,.474,3.0,8.7,.346,6.3,10.9,.575,.550,5.4,6.7,.806,0.9,7.5,8.4,4.4,1.0,0.5,2.9,2.1,26.9
1,Jrue Holiday,33,29,29,34.7,5.0,10.9,.459,1.9,4.5,.420,3.1,6.4,.486,.546,1.2,1.5,.818,1.7,4.9,6.6,4.7,0.9,0.8,2.0,1.7,13.1
2,Jaylen Brown,27,30,30,33.8,8.9,18.2,.489,2.2,6.2,.358,6.7,12.0,.557,.550,2.9,4.0,.733,0.9,4.2,5.1,3.7,1.1,0.6,2.5,2.7,23.0
3,Derrick White,29,29,29,32.6,5.7,11.6,.491,2.7,6.6,.416,3.0,5.0,.589,.609,2.9,3.2,.892,0.8,3.1,3.9,5.3,1.2,1.3,1.7,2.1,17.0
4,Kristaps Porziņģis,28,23,23,30.6,6.8,12.9,.527,1.7,5.4,.323,5.0,7.5,.674,.595,4.7,5.7,.831,1.5,5.7,7.2,1.7,0.8,1.7,1.6,3.0,20.0
5,Al Horford,37,27,12,26.7,2.9,6.0,.478,1.4,3.8,.379,1.4,2.1,.655,.599,0.4,0.4,1.000,1.6,5.5,7.0,2.9,0.4,1.0,0.9,1.6,7.5
6,Sam Hauser,26,32,4,22.7,3.0,6.6,.450,2.4,5.7,.418,0.6,0.9,.655,.630,0.3,0.3,.800,0.8,2.8,3.6,1.0,0.5,0.3,0.5,1.5,8.6
7,Payton Pritchard,26,32,0,20.5,2.7,6.5,.413,1.7,4.3,.381,1.0,2.2,.478,.541,0.4,0.6,.650,1.0,2.2,3.2,3.0,0.4,0.1,0.6,1.3,7.4
8,Neemias Queta,24,12,0,14.5,2.2,3.8,.578,0.0,0.0,,2.2,3.8,.578,.578,1.0,1.3,.750,2.3,3.0,5.3,0.6,0.5,0.3,0.4,2.2,5.3
9,Luke Kornet,28,19,1,14.2,2.4,3.2,.754,0.0,0.0,,2.4,3.2,.754,.754,0.7,0.8,.875,1.7,1.8,3.6,0.8,0.4,0.9,0.4,1.2,5.6
10,Oshae Brissett,25,17,0,11.2,1.1,2.2,.474,0.4,0.9,.375,0.7,1.3,.545,.553,0.6,1.0,.588,1.1,1.6,2.7,0.5,0.4,0.0,0.3,0.9,3.1
11,Svi Mykhailiuk,26,13,0,7.6,0.7,2.5,.281,0.4,2.0,.192,0.3,0.5,.667,.359,0.0,0.0,,0.2,0.6,0.8,0.4,0.4,0.0,0.4,0.6,1.8
12,Dalano Banton,24,15,1,7.4,1.1,2.2,.485,0.1,0.5,.125,1.0,1.7,.600,.500,0.6,0.7,.900,0.7,1.2,1.9,0.5,0.1,0.1,0.5,0.9,2.8
13,Lamar Stevens,26,12,1,5.0,1.0,1.8,.545,0.2,0.5,.333,0.8,1.3,.625,.591,0.3,0.3,.750,0.5,0.7,1.2,0.5,0.3,0.3,0.3,0.8,2.4
14,JD Davison,21,1,0,3.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Drew Peterson,24,1,0,3.0,1.0,1.0,1.000,1.0,1.0,1.000,0.0,0.0,,1.500,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0
0,DeMar DeRozan,34,32,32,36.7,7.8,17.0,.455,0.9,2.6,.345,6.8,14.4,.475,.482,6.0,7.1,.838,0.7,3.2,3.8,5.4,1.1,0.8,1.4,2.2,22.4
1,Zach LaVine,28,18,18,35.3,7.3,16.6,.443,2.4,7.1,.336,4.9,9.4,.524,.515,3.9,4.6,.866,0.3,4.6,4.9,3.4,0.9,0.2,2.0,2.1,21.0
2,Coby White,23,34,34,35.0,6.3,14.3,.442,2.9,7.3,.391,3.5,7.0,.496,.542,2.2,2.6,.822,0.5,3.8,4.3,4.8,0.7,0.2,2.0,2.5,17.7
3,Nikola Vučević,33,31,31,34.0,7.0,15.5,.452,1.1,3.9,.281,5.9,11.6,.510,.488,1.6,1.8,.875,2.7,7.6,10.4,3.4,0.8,0.7,1.7,2.6,16.7
4,Patrick Williams,22,34,24,27.9,3.9,8.4,.460,1.4,3.3,.407,2.5,5.1,.494,.540,1.3,1.6,.768,1.1,2.9,4.1,1.5,0.9,0.9,1.1,1.9,10.4
5,Alex Caruso,29,28,16,24.2,3.5,6.7,.529,1.6,3.6,.455,1.9,3.1,.616,.652,1.3,1.6,.778,1.1,2.4,3.5,2.5,1.2,0.8,1.4,2.3,10.0
6,Ayo Dosunmu,24,32,5,22.1,3.0,6.5,.469,0.9,2.8,.337,2.1,3.7,.568,.541,0.8,1.1,.735,0.8,1.7,2.4,1.9,0.8,0.3,0.8,1.8,7.8
7,Torrey Craig,33,27,7,21.2,2.2,5.1,.424,1.1,2.8,.382,1.1,2.3,.476,.529,0.7,0.9,.783,1.9,3.0,4.8,1.0,0.6,0.4,0.6,2.5,6.1
8,Andre Drummond,30,34,3,14.9,2.8,5.2,.540,0.0,0.0,.000,2.8,5.1,.543,.540,1.4,2.6,.563,3.1,4.9,8.1,0.6,1.2,0.5,1.1,1.9,7.0
9,Jevon Carter,28,34,0,14.4,2.0,5.4,.362,1.2,3.5,.342,0.8,1.9,.400,.473,0.1,0.1,.600,0.1,0.6,0.7,1.2,0.5,0.3,0.6,1.2,5.2
10,Dalen Terry,21,18,0,9.4,0.7,1.7,.400,0.2,0.9,.176,0.5,0.7,.692,.450,0.4,0.6,.700,0.3,1.2,1.5,0.9,0.2,0.3,0.4,0.9,1.9
11,Terry Taylor,24,11,0,5.0,0.7,0.8,.889,0.0,0.1,.000,0.7,0.7,1.000,.889,0.0,0.0,,0.5,0.4,0.9,0.2,0.2,0.0,0.1,0.5,1.5
12,Julian Phillips,20,19,0,4.0,0.3,0.9,.278,0.0,0.5,.000,0.3,0.5,.556,.278,0.1,0.2,.250,0.1,0.4,0.5,0.3,0.1,0.0,0.1,0.5,0.6
13,Onuralp Bitim,24,1,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Adama Sanogo,21,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
